"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.847882583E0,2.600304317E-3,8.574952371E-4,1.557402778E-3
2.857837583E0,4.716396797E-4,-3.068387741E-4,-1.747047529E-3
2.867792583E0,-2.897242084E-3,-1.841858146E-3,1.181413420E-3
2.877748583E0,1.555829542E-3,-1.911899191E-3,-3.722747788E-4
2.887703583E0,-9.990085382E-4,-2.061922569E-4,-1.568471547E-3
2.897659583E0,5.099386908E-4,1.510481350E-3,-3.816712182E-3
2.907614583E0,5.348813720E-4,3.887749044E-4,2.701240592E-4
2.917569583E0,-9.652774315E-4,3.672186285E-3,-1.557070762E-3
2.927525583E0,4.368624650E-4,6.808959297E-4,1.576860202E-3
2.937480583E0,1.746072434E-3,-8.320458001E-4,8.628889918E-5
2.947435583E0,2.776761539E-4,-1.937513473E-3,-6.464542821E-4
2.957391583E0,-3.931741230E-4,-1.155343140E-3,2.630152740E-4
2.967346583E0,1.494493452E-3,6.827109028E-4,1.041665440E-3
2.977301583E0,-1.842447557E-3,3.428915225E-4,1.953127794E-4
2.987257583E0,1.217905199E-3,1.295923721E-4,1.282783458E-3
2.997212583E0,2.062127227E-3,4.357227590E-5,1.581306569E-4
3.007168583E0,-1.166585833E-3,-4.419651523E-4,-2.612527460E-4
3.017123583E0,3.370349295E-4,1.409996999E-3,2.352373209E-3
3.027078583E0,1.545995474E-6,1.134586288E-3,1.256583491E-3
3.037034583E0,3.820785321E-3,-1.837767893E-3,-6.851274520E-4
3.046989583E0,3.334253561E-4,-2.453623572E-3,-1.201549545E-3
3.056944583E0,-1.298027113E-3,-4.005927185E-4,-1.885715872E-3
3.066900583E0,1.685127616E-3,-7.530357689E-4,-5.125547759E-4
3.076855583E0,-1.885638805E-3,1.548468019E-3,-1.313101035E-3
3.086810583E0,4.528213758E-4,-1.812715549E-3,-1.275725663E-5
3.096766583E0,9.995682631E-4,2.885633148E-3,-2.616796177E-3
3.106721583E0,-1.956091262E-3,1.421791269E-3,1.891552703E-3
3.116677583E0,2.877546009E-3,-8.144650492E-4,-9.417845868E-4
3.126632583E0,-7.788809016E-4,-1.096481865E-4,-1.639930997E-3
3.136587583E0,2.098664641E-3,1.718878164E-3,8.698320016E-4
3.146543583E0,-4.034324083E-4,2.653299016E-4,1.081663650E-4
3.156498583E0,-9.762784466E-4,-5.408090074E-4,1.754532335E-3
3.166453583E0,3.411817830E-3,2.911452902E-4,-8.274372667E-4
3.176409583E0,-1.355240354E-3,-7.810433744E-4,1.219202066E-3
3.186364583E0,6.970757386E-4,-2.834135899E-3,1.251682639E-3
3.196319583E0,-4.456867464E-4,-1.950232661E-3,-1.680723857E-3
3.206275583E0,1.479896484E-3,-1.168134389E-3,-1.590243075E-3
3.216230583E0,-2.199260518E-3,2.273620921E-4,-7.074051537E-4
3.226186583E0,-9.673819877E-4,1.140282257E-5,-2.185266931E-3
3.236141708E0,-3.444687463E-4,6.809214829E-4,5.852198228E-4
3.246096708E0,-7.622751873E-4,1.344458666E-3,1.608232968E-3
3.256052708E0,1.800218364E-3,3.977605957E-5,-9.934091941E-4
3.266007708E0,1.513646916E-3,-1.134458231E-3,-1.890943386E-4
3.275962708E0,-1.294123940E-3,-4.895374877E-5,-7.326453924E-4
3.285918708E0,1.400404959E-3,8.930546464E-4,-1.888666302E-3
3.295873708E0,-9.921789169E-4,-1.123490860E-3,-1.565624494E-3
3.305828708E0,-2.281341469E-3,-1.762349508E-3,-2.019471023E-3
3.315784708E0,2.401396632E-4,1.649692422E-3,-2.748337574E-4
3.325739708E0,-7.711006328E-4,8.031994803E-4,-2.843718976E-4
3.335695708E0,-1.853409456E-3,-1.329726190E-3,1.216585748E-3
3.345650708E0,-2.837102395E-3,-1.383593073E-3,1.526058884E-3
3.355605708E0,4.606901202E-4,2.796238055E-3,-6.171781570E-5
3.365561708E0,8.283173665E-4,1.085214084E-3,-1.844712067E-3
3.375516708E0,2.662170213E-3,7.163662231E-4,-4.734471440E-5
3.385471708E0,-1.043232158E-3,3.997042309E-3,-1.777196303E-4
3.395427708E0,-1.232583076E-3,3.736851737E-3,2.087051980E-4
3.405382708E0,6.112725241E-4,8.074983023E-3,-1.243339851E-3
3.415337708E0,1.777737052E-3,3.906870261E-3,-1.687542535E-4
3.425293708E0,-1.418787753E-3,-1.121544628E-3,-3.444319591E-4
3.435248708E0,-5.197043065E-4,1.514984760E-3,5.645549856E-3
3.445204708E0,-3.019380383E-4,-3.157930449E-3,3.938208334E-3
3.455159708E0,-3.432170488E-4,-5.972625688E-3,-8.296486922E-4
3.465114708E0,5.991052603E-4,-4.283209331E-3,1.877617091E-3
3.475070708E0,7.895212620E-4,-1.095032203E-4,-8.691675030E-4
