"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.975783083E0,-2.993774414E-2,9.894424438E-2,9.758507080E0
2.985739083E0,-2.260299683E-2,9.086105347E-2,9.758507080E0
2.995696083E0,-2.320175171E-2,9.819580078E-2,9.753267975E0
3.005653083E0,-2.065704346E-2,9.729766846E-2,9.758656769E0
3.015609083E0,-2.694396973E-2,9.190887451E-2,9.756112061E0
3.025566083E0,-2.544708252E-2,9.864486694E-2,9.759554901E0
3.035523083E0,-1.781295776E-2,1.017883301E-1,9.758507080E0
3.045479083E0,-2.694396973E-2,9.475296021E-2,9.760303345E0
3.055436083E0,-2.499801636E-2,9.909393311E-2,9.760752411E0
3.065393083E0,-3.158432007E-2,1.005908203E-1,9.751322021E0
3.075349083E0,-2.125579834E-2,1.001417542E-1,9.752669220E0
3.085306083E0,-2.200424194E-2,9.086105347E-2,9.769733734E0
3.095263083E0,-2.724334717E-2,9.580078125E-2,9.753717041E0
3.105219083E0,-3.008743286E-2,9.086105347E-2,9.754914551E0
3.115176083E0,-2.320175171E-2,9.535171509E-2,9.768685913E0
3.125133083E0,-2.514770508E-2,9.145980835E-2,9.761351166E0
3.135089083E0,-1.960922241E-2,9.160949707E-2,9.751771088E0
3.145046083E0,-2.290237427E-2,9.699829102E-2,9.762997742E0
3.155003083E0,-2.784210205E-2,8.876541138E-2,9.762848053E0
3.164959083E0,-2.619552612E-2,9.235794067E-2,9.745933228E0
3.174916083E0,-1.871109009E-2,9.445358276E-2,9.752818909E0
3.184873083E0,-1.871109009E-2,9.490264893E-2,9.766290894E0
3.194829083E0,-2.709365845E-2,8.861572266E-2,9.757309570E0
3.204786083E0,-1.886077881E-2,9.610015869E-2,9.755064240E0
3.214743083E0,-2.305206299E-2,9.145980835E-2,9.763746185E0
3.224699083E0,-1.691482544E-2,8.726852417E-2,9.750723267E0
3.234656083E0,-2.484832764E-2,9.834548950E-2,9.754764862E0
3.244613083E0,-1.916015625E-2,9.714797974E-2,9.752519531E0
3.254570083E0,-2.529739380E-2,1.011895752E-1,9.761351166E0
3.264526083E0,-2.215393066E-2,9.535171509E-2,9.753866730E0
3.274483083E0,-2.844085693E-2,7.738906860E-2,9.754615173E0
3.284440083E0,-1.796264648E-2,8.846603394E-2,9.764494629E0
3.294396083E0,-2.993774414E-2,8.307723999E-2,9.758357391E0
3.304353083E0,-2.888992310E-2,8.607101440E-2,9.759554901E0
3.314310083E0,-2.424957275E-2,9.505233765E-2,9.756710815E0
3.324266083E0,-2.859054565E-2,1.002914429E-1,9.754315796E0
3.334223083E0,-3.008743286E-2,9.999206543E-2,9.753866730E0
3.344180083E0,-2.724334717E-2,9.131011963E-2,9.755662994E0
3.354136083E0,-2.589614868E-2,9.056167603E-2,9.761201477E0
3.364093083E0,-3.248245239E-2,9.445358276E-2,9.749675446E0
3.374050083E0,-2.080673218E-2,9.190887451E-2,9.768087158E0
3.384006083E0,-2.170486450E-2,9.879455566E-2,9.761500854E0
3.393963083E0,-1.871109009E-2,9.295669556E-2,9.761949921E0
3.403920083E0,-1.362167358E-2,9.879455566E-2,9.757908325E0
3.413876083E0,-1.676513672E-2,9.235794067E-2,9.759105835E0
3.423833083E0,-1.871109009E-2,9.774673462E-2,9.760453033E0
3.433790083E0,-2.888992310E-2,9.654922485E-2,9.755064240E0
3.443746083E0,-2.559677124E-2,9.190887451E-2,9.762848053E0
3.453703083E0,-2.095642090E-2,9.026229858E-2,9.761949921E0
3.463660083E0,-2.574645996E-2,9.131011963E-2,9.752818909E0
3.473616083E0,-2.200424194E-2,9.729766846E-2,9.766590271E0
3.483573083E0,-2.514770508E-2,9.131011963E-2,9.762249298E0
3.493530083E0,-2.230361938E-2,9.475296021E-2,9.766141205E0
3.503486083E0,-2.709365845E-2,1.020877075E-1,9.766739960E0
3.513443083E0,-2.829116821E-2,9.280700684E-2,9.761650543E0
3.523400083E0,-2.649490356E-2,9.684860229E-2,9.753417664E0
3.533356083E0,-2.305206299E-2,9.265731812E-2,9.759255524E0
3.543313083E0,-2.155517578E-2,9.175918579E-2,9.759854279E0
3.553270083E0,-2.963836670E-2,9.864486694E-2,9.746232605E0
3.563227083E0,-2.589614868E-2,9.175918579E-2,9.757908325E0
3.573183083E0,-2.424957275E-2,8.637039185E-2,9.761650543E0
3.583140083E0,-2.948867798E-2,8.921447754E-2,9.764794006E0
3.593097083E0,-2.395019531E-2,9.520202637E-2,9.758806458E0
3.603053083E0,-1.916015625E-2,9.520202637E-2,9.746831360E0
3.613010083E0,-2.724334717E-2,1.005908203E-1,9.761351166E0
3.622967083E0,-3.218307495E-2,9.744735718E-2,9.758207703E0
3.632923083E0,-2.380050659E-2,9.535171509E-2,9.765841827E0
3.642880083E0,-2.829116821E-2,9.325607300E-2,9.752519531E0
3.652837083E0,-2.814147949E-2,8.966354370E-2,9.754764862E0
3.662793083E0,-2.230361938E-2,9.295669556E-2,9.754315796E0
3.672750083E0,-2.155517578E-2,9.849517822E-2,9.759554901E0
3.682707083E0,-2.499801636E-2,9.610015869E-2,9.762997742E0
3.692663083E0,-2.694396973E-2,9.445358276E-2,9.757758636E0
3.702620083E0,-2.290237427E-2,9.729766846E-2,9.768386536E0
3.712577083E0,-2.215393066E-2,9.295669556E-2,9.761201477E0
3.722533083E0,-2.499801636E-2,9.220825195E-2,9.757309570E0
3.732490083E0,-3.053649902E-2,8.996292114E-2,9.757459259E0
3.742447083E0,-3.367996216E-2,8.876541138E-2,9.751471710E0
3.752403083E0,-2.844085693E-2,8.711883545E-2,9.752220154E0
3.762360083E0,-1.751358032E-2,9.160949707E-2,9.765991516E0
3.772317083E0,-1.781295776E-2,9.011260986E-2,9.756710815E0
3.782273083E0,-1.781295776E-2,8.652008057E-2,9.751771088E0
3.792230083E0,-2.350112915E-2,9.145980835E-2,9.768236847E0
3.802187083E0,-1.990859985E-2,9.759704590E-2,9.756411438E0
3.812143083E0,-2.215393066E-2,9.190887451E-2,9.754315796E0
3.822100083E0,-3.367996216E-2,8.487350464E-2,9.761051788E0
3.832057083E0,-1.706451416E-2,9.101074219E-2,9.758507080E0
3.842013083E0,-1.796264648E-2,9.325607300E-2,9.756561127E0
3.851970083E0,-2.634521484E-2,9.939331055E-2,9.763446808E0
3.861927083E0,-1.930984497E-2,9.520202637E-2,9.759854279E0
3.871883083E0,-2.769241333E-2,8.996292114E-2,9.765542450E0
3.881840083E0,-2.215393066E-2,9.969268799E-2,9.762548676E0
3.891797083E0,-2.874023438E-2,9.819580078E-2,9.746981049E0
